render_frame,sim_time,contacts,contact_force_sum,contact_force_peak
0,0.04000000000000002,0,0.0,0.0
1,0.08000000000000006,0,0.0,0.0
2,0.12000000000000009,0,0.0,0.0
3,0.16000000000000011,0,0.0,0.0
4,0.20000000000000015,0,0.0,0.0
5,0.24000000000000019,14,316.72929930534394,123.35768495994027
6,0.2800000000000002,34,1267.606160424379,247.80834989034832
7,0.32000000000000023,29,352.527753951797,67.00016327329465
8,0.36000000000000026,9,100.53460649689484,41.907280517649575
9,0.4000000000000003,9,101.66256672228518,41.90365959515469
10,0.44000000000000034,5,65.99388636606984,25.17569650527905
11,0.48000000000000037,8,93.2501423580768,37.67819456617554
12,0.5200000000000004,10,91.56462323398443,36.663007436675564
13,0.5600000000000004,9,105.15913089280102,34.33116179888883
14,0.6000000000000004,11,75.45248304594078,30.79983758703331
15,0.6400000000000005,12,110.06532574700152,33.72585542610454
16,0.6800000000000005,10,98.41086491161462,24.750500249690514
17,0.7200000000000005,15,108.02757087103683,25.152308970925244
18,0.7600000000000006,13,85.1995995195177,30.463344460576586
19,0.8000000000000006,13,138.1121381096437,38.53695286500969
20,0.8400000000000006,18,121.22358946684096,33.54697852480851
21,0.8800000000000007,18,227.43112158511542,72.8252272321401
22,0.9200000000000007,15,275.12976106496717,54.360164652281206
23,0.9600000000000007,11,224.64143564249923,56.43462165193732
24,1.0000000000000007,8,111.0323079946814,42.403895726593596
25,1.0400000000000007,8,85.38398130003714,29.82376359676377
26,1.0800000000000007,6,59.837682781828484,35.188303138021396
27,1.1200000000000008,8,51.0504920233274,25.365794298095274
28,1.1600000000000008,3,38.732550859771955,29.602518518978066
29,1.2000000000000008,3,39.52587032666551,17.060478164732192
30,1.2400000000000009,3,40.54072174015622,26.473669800791768
31,1.280000000000001,4,47.500492572868396,28.89437816278959
32,1.320000000000001,4,42.569462302478655,21.893626967184332
33,1.360000000000001,6,38.428533590621825,21.962740827049
34,1.400000000000001,6,38.27067658252254,20.81055216514089
35,1.440000000000001,2,15.698492103383883,8.534046256327889
36,1.480000000000001,1,6.09512969573914,6.09512969573914
37,1.5200000000000011,1,1.6155076650375102,1.6155076650375102
38,1.5600000000000012,0,0.0,0.0
39,1.6000000000000012,0,0.0,0.0
40,1.6400000000000012,0,0.0,0.0
41,1.6800000000000013,1,18.30154915982402,18.30154915982402
42,1.7200000000000013,2,22.308791083351586,22.308791083351586
43,1.7600000000000013,1,4.060325784472098,4.060325784472098
44,1.8000000000000014,0,0.0,0.0
45,1.8400000000000014,0,0.0,0.0
46,1.8800000000000014,10,147.04193308873315,55.20138091262554
47,1.9200000000000015,7,41.27015401253379,11.522490775064059
48,1.9600000000000015,14,37.979282427724925,17.708729319547935
49,2.0000000000000013,10,14.789716445994754,5.962879878731128
50,2.039999999999997,4,21.57852483964552,11.20664259968203
51,2.0799999999999925,6,23.407817705169858,18.799213970746994
52,2.119999999999988,6,15.002278956457618,6.6028630441143745
53,2.1599999999999837,5,17.035514268648768,9.196465541990708
54,2.1999999999999793,7,22.534186935508032,7.2087839660192286
55,2.239999999999975,2,12.349478854800893,9.7472390900185
56,2.2799999999999705,2,13.51963875967695,13.51963875967695
57,2.319999999999966,1,12.629687312581831,12.629687312581831
58,2.3599999999999617,0,0.0,0.0
59,2.3999999999999573,0,0.0,0.0
60,2.439999999999953,0,0.0,0.0
61,2.4799999999999485,2,43.911058843453446,35.06166638724678
62,2.519999999999944,11,53.01051139452325,34.815113048174844
63,2.5599999999999397,10,23.326686959837115,13.445734273500342
64,2.5999999999999353,6,64.29916711553356,31.362538382667235
65,2.639999999999931,7,53.81851030067632,32.36121913594042
66,2.6799999999999264,2,0.23441074699514117,0.23441074699514117
67,2.719999999999922,0,0.0,0.0
68,2.7599999999999176,0,0.0,0.0
69,2.7999999999999132,0,0.0,0.0
70,2.839999999999909,0,0.0,0.0
71,2.8799999999999044,0,0.0,0.0
72,2.9199999999999,0,0.0,0.0
73,2.9599999999998956,0,0.0,0.0
74,2.999999999999891,0,0.0,0.0
75,3.039999999999887,0,0.0,0.0
76,3.0799999999998824,0,0.0,0.0
77,3.119999999999878,0,0.0,0.0
78,3.1599999999998736,0,0.0,0.0
79,3.199999999999869,0,0.0,0.0
80,3.2399999999998648,0,0.0,0.0
81,3.2799999999998604,0,0.0,0.0
82,3.319999999999856,0,0.0,0.0
83,3.3599999999998515,0,0.0,0.0
84,3.399999999999847,0,0.0,0.0
85,3.4399999999998427,0,0.0,0.0
86,3.4799999999998383,0,0.0,0.0
87,3.519999999999834,0,0.0,0.0
88,3.5599999999998295,0,0.0,0.0
89,3.599999999999825,0,0.0,0.0
90,3.6399999999998207,0,0.0,0.0
91,3.6799999999998163,0,0.0,0.0
92,3.719999999999812,0,0.0,0.0
93,3.7599999999998075,0,0.0,0.0
94,3.799999999999803,1,54.966934078302934,54.966934078302934
95,3.8399999999997987,2,89.96632156477624,89.96632156477624
96,3.8799999999997943,2,182.8503750623605,93.20656948501546
97,3.91999999999979,0,0.0,0.0
98,3.9599999999997855,0,0.0,0.0
99,3.999999999999781,4,104.65040428977237,90.29561270369611
100,4.039999999999777,3,31.166226378934752,28.875981615090147
101,4.079999999999773,3,16.13314668536156,16.13314668536156
102,4.119999999999768,0,0.0,0.0
103,4.159999999999764,0,0.0,0.0
104,4.1999999999997595,0,0.0,0.0
105,4.239999999999755,0,0.0,0.0
106,4.279999999999751,0,0.0,0.0
107,4.319999999999746,1,2.179977025227434,2.179977025227434
108,4.359999999999742,1,1.4972858167459178,1.4972858167459178
109,4.3999999999997375,5,7.214611454037637,2.860141374577548
110,4.439999999999733,1,0.4436760440644207,0.4436760440644207
111,4.479999999999729,3,2.5789950031975004,2.268173336505432
112,4.519999999999724,2,1.2152910060458701,0.8476232587420761
113,4.55999999999972,3,4.472373205921912,2.4150329232113465
114,4.599999999999715,1,2.3471853054979697,2.3471853054979697
115,4.639999999999711,0,0.0,0.0
116,4.679999999999707,2,15.262480827210004,15.262480827210004
117,4.719999999999702,2,37.38969245904914,30.770773988735975
118,4.759999999999698,2,31.26903890410392,22.785091781322166
119,4.799999999999693,0,0.0,0.0
120,4.839999999999689,0,0.0,0.0
121,4.879999999999685,0,0.0,0.0
122,4.91999999999968,0,0.0,0.0
123,4.959999999999676,0,0.0,0.0
124,4.999999999999671,3,10.532044257619907,6.434083461271159
125,5.039999999999667,4,9.793479727236601,4.222979810415883
126,5.079999999999663,1,96.65663676895701,96.65663676895701
127,5.119999999999658,2,102.38818714143633,102.38818714143633
128,5.159999999999654,1,88.14436261240006,88.14436261240006
129,5.199999999999649,2,104.18039416985192,80.89583226549453
130,5.239999999999645,0,0.0,0.0
131,5.2799999999996405,1,1.5280048077737418,1.5280048077737418
132,5.319999999999636,1,1.2160047623655388,1.2160047623655388
133,5.359999999999632,0,0.0,0.0
134,5.399999999999627,0,0.0,0.0
135,5.439999999999623,0,0.0,0.0
136,5.4799999999996185,2,48.660821655204536,48.660821655204536
137,5.519999999999614,2,112.63730658400202,58.34591274339989
138,5.55999999999961,0,0.0,0.0
139,5.599999999999605,0,0.0,0.0
140,5.639999999999601,0,0.0,0.0
141,5.6799999999995965,0,0.0,0.0
142,5.719999999999592,0,0.0,0.0
143,5.759999999999588,0,0.0,0.0
144,5.799999999999583,2,27.729061004505507,27.729061004505507
145,5.839999999999579,2,9.394606527607928,7.167055592253482
146,5.8799999999995745,2,35.853318999168415,29.020847161219702
147,5.91999999999957,2,7.278006393019892,4.89561800182338
148,5.959999999999566,3,6.080209306169877,3.523152817797046
149,5.999999999999561,2,45.53560146877048,37.07876122574889
150,6.039999999999557,7,84.54169600887838,36.54784203384002
151,6.079999999999552,11,81.85172657472924,29.39633875226004
152,6.119999999999548,15,73.3190587566989,43.734578999702464
153,6.159999999999544,13,67.74515645269909,44.25554384692278
154,6.199999999999539,10,69.02644467166014,32.78264910344743
155,6.239999999999535,10,85.70306981593065,46.05416694465641
156,6.27999999999953,11,166.7033201151758,52.12276187455965
157,6.319999999999526,12,83.77697999483361,27.22927609087107
158,6.359999999999522,4,55.63820379723585,27.687501422855515
159,6.399999999999517,5,44.168508158222224,25.605919232009185
160,6.439999999999513,4,32.76641902802024,20.478371822975518
161,6.479999999999508,4,30.375673879203465,16.6109338054863
162,6.519999999999504,1,6.998008798914613,6.998008798914613
163,6.5599999999995,0,0.0,0.0
164,6.599999999999495,1,137.013186489854,137.013186489854
165,6.639999999999491,4,189.67963033960322,92.69187567671605
166,6.679999999999486,3,44.226253504107625,42.554309568724285
167,6.719999999999482,5,63.31481165860261,60.27669963177309
168,6.7599999999994775,4,58.59253815577333,57.10004130025728
169,6.799999999999473,2,0.8297585223968975,0.8297585223968975
170,6.839999999999469,1,0.9349396193483704,0.9349396193483704
171,6.879999999999464,9,52.512511459953,51.51837569562218
172,6.91999999999946,9,43.11820677067745,15.74446310770939
173,6.9599999999994555,6,7.009835075521935,5.466038161816778
174,6.999999999999451,6,11.498361568837055,7.354174817704514
175,7.039999999999447,6,13.81778472583775,7.12092128081302
176,7.079999999999442,7,21.214641749316016,11.229495345051067
177,7.119999999999438,4,25.740202014917415,16.91157687687561
178,7.1599999999994335,4,19.275633102786223,10.749431958477038
179,7.199999999999429,4,17.393778452416015,12.731284331119408
180,7.239999999999425,3,11.97825662440804,7.829879196876272
181,7.27999999999942,3,8.716798291724643,7.756685591812087
182,7.319999999999416,3,8.061262229136092,5.625173103234543
183,7.3599999999994115,3,7.371688097287694,5.6797656316374585
184,7.399999999999407,3,7.022025943690265,5.4058005777014735
185,7.439999999999403,3,6.868059162116922,4.772212682014005
186,7.479999999999398,3,6.764802526798667,4.095342807156472
187,7.519999999999394,4,6.761333559790216,3.971771266498076
188,7.559999999999389,4,6.734269830502347,3.766410139268659
189,7.599999999999385,3,6.523960865108168,3.8005711817017955
190,7.639999999999381,3,6.535372216411735,3.7769628782246323
191,7.679999999999376,3,6.532026361240853,3.7777864692972405
192,7.719999999999372,3,6.510459926067494,3.7719529845489728
