render_frame,sim_time,contacts,contact_force_sum,contact_force_peak
0,0.04000000000000002,0,0.0,0.0
1,0.08000000000000006,0,0.0,0.0
2,0.12000000000000009,0,0.0,0.0
3,0.16000000000000011,0,0.0,0.0
4,0.20000000000000015,0,0.0,0.0
5,0.24000000000000019,0,0.0,0.0
6,0.2800000000000002,0,0.0,0.0
7,0.32000000000000023,0,0.0,0.0
8,0.36000000000000026,2,19.149475210997213,11.958615087276094
9,0.4000000000000003,3,3.5576850197883516,3.5576850197883516
10,0.44000000000000034,2,32.18367398163838,32.18367398163838
11,0.48000000000000037,1,10.131556091076527,10.131556091076527
12,0.5200000000000004,2,1.3753975723056104,1.3251491768101622
13,0.5600000000000004,0,0.0,0.0
14,0.6000000000000004,0,0.0,0.0
15,0.6400000000000005,0,0.0,0.0
16,0.6800000000000005,4,25.666022805092474,25.666022805092474
17,0.7200000000000005,5,145.43928115055448,80.1130312368403
18,0.7600000000000006,18,171.54508950518525,57.81200743150159
19,0.8000000000000006,15,77.00564137371502,21.950487651604625
20,0.8400000000000006,8,4.266745276136826,1.6894642304557987
21,0.8800000000000007,0,0.0,0.0
22,0.9200000000000007,4,3.153593980587262,1.9906090636174292
23,0.9600000000000007,5,53.943185790892706,52.21258681035087
24,1.0000000000000007,6,77.37739225307614,45.466773750286166
25,1.0400000000000007,5,78.39668271045042,50.95229613359456
26,1.0800000000000007,4,94.01410242783976,64.51425297899945
27,1.1200000000000008,3,104.32400417162178,67.5608697821173
28,1.1600000000000008,5,127.5975302110698,66.66548866102063
29,1.2000000000000008,4,113.99963436472872,73.45744012697513
30,1.2400000000000009,3,115.76135345596431,70.16084427131804
31,1.280000000000001,5,127.62926553348036,63.47477499158718
32,1.320000000000001,5,147.8800175676324,76.08693030899202
33,1.360000000000001,3,148.14098768900368,77.95714827551825
34,1.400000000000001,2,135.43435116834507,74.19092227613726
35,1.440000000000001,6,105.50882743716016,70.99243758478751
36,1.480000000000001,6,90.55414295507282,68.48279182235979
37,1.5200000000000011,3,62.786099716589675,62.77532528963027
38,1.5600000000000012,2,55.38966165177109,55.38966165177109
39,1.6000000000000012,2,50.18631260007325,48.88670974964554
40,1.6400000000000012,1,51.248838442340634,51.248838442340634
41,1.6800000000000013,2,55.727394187476804,55.452429355537404
42,1.7200000000000013,2,60.90409171658874,55.59803581254519
43,1.7600000000000013,4,38.250511946975436,38.250511946975436
44,1.8000000000000014,1,14.76482334584022,14.76482334584022
45,1.8400000000000014,5,20.788943123374537,14.975499941168666
46,1.8800000000000014,5,17.87201418991848,16.40123464437296
47,1.9200000000000015,9,155.48259482897222,74.96488005780637
48,1.9600000000000015,11,98.68225344746233,44.439768541098765
49,2.0000000000000013,11,76.1769329487059,33.34711467653865
50,2.039999999999997,5,66.95136986087664,39.639012261515305
51,2.0799999999999925,4,75.7723942521627,39.69230362375326
52,2.119999999999988,7,43.95372993099464,23.007386678287766
53,2.1599999999999837,14,41.08432090458637,20.885285072991817
54,2.1999999999999793,10,33.14591042764933,20.759725709958378
55,2.239999999999975,8,88.65246641836592,23.287809993063902
56,2.2799999999999705,5,57.592034200540844,25.467786291400355
57,2.319999999999966,3,26.24367786835458,18.315002458480667
58,2.3599999999999617,2,8.413190055699044,8.059335531703232
59,2.3999999999999573,3,17.087094221642847,15.072913433354174
60,2.439999999999953,9,77.78270224978378,18.936913177138777
61,2.4799999999999485,16,118.35126110579687,24.349414140565578
62,2.519999999999944,15,89.95503657131295,38.88398165813209
63,2.5599999999999397,15,118.63447172755882,28.176083417844367
64,2.5999999999999353,14,96.33031596065975,55.1040018672411
65,2.639999999999931,14,138.62660275078616,34.55832617846642
66,2.6799999999999264,16,126.32971278287465,43.06728839863819
67,2.719999999999922,11,215.44175359491635,92.15485605606759
68,2.7599999999999176,14,152.4245403438076,57.46232040645104
69,2.7999999999999132,15,154.13519222269505,38.643691228475724
70,2.839999999999909,16,170.22632842078147,48.782792339108475
71,2.8799999999999044,9,153.54866429677816,62.54802925218946
72,2.9199999999999,10,168.50111026264526,56.98991442004449
73,2.9599999999998956,10,146.15566190278253,51.22316602914817
74,2.999999999999891,8,124.3696225219519,54.30569359260896
75,3.039999999999887,12,130.44903337755179,45.42930903903382
76,3.0799999999998824,10,155.21694795168767,100.9971276598385
77,3.119999999999878,8,131.88268451765688,67.54508155877566
78,3.1599999999998736,11,109.71051965613555,70.19045434439934
79,3.199999999999869,13,113.84602105244133,35.231044216400896
80,3.2399999999998648,10,111.34248795960549,45.758260346384255
81,3.2799999999998604,7,110.96401984066084,54.50558225139511
82,3.319999999999856,6,111.97307305112128,56.237464814968504
83,3.3599999999998515,7,162.92244668297573,61.76055844157735
84,3.399999999999847,9,149.15255452248533,47.31121045276065
85,3.4399999999998427,10,139.95855156813295,46.031679947266475
86,3.4799999999998383,12,126.42225596827728,40.09271614696972
87,3.519999999999834,13,135.38328254536177,44.64682307686076
88,3.5599999999998295,13,162.21267696094307,59.86126094916671
89,3.599999999999825,15,162.5189244847692,65.05222949680395
90,3.6399999999998207,10,152.22578130661174,61.830036077542964
91,3.6799999999998163,7,143.49212716147042,67.1208307106143
92,3.719999999999812,9,222.19620702754892,82.85020977069863
93,3.7599999999998075,9,221.3301767507254,88.74744548279038
94,3.799999999999803,7,271.99116780563173,100.23964406381212
95,3.8399999999997987,6,275.4984460497239,101.74204158255318
96,3.8799999999997943,5,238.6351269257338,124.54677834242156
97,3.91999999999979,5,272.46591759361735,152.60704515604021
98,3.9599999999997855,5,257.9077945379083,138.2450517094955
99,3.999999999999781,3,173.5975074206679,92.41019241513357
100,4.039999999999777,10,197.4407172891544,99.95263822164875
101,4.079999999999773,12,191.88888809072392,120.16921488865496
102,4.119999999999768,9,175.9626180140023,128.87824533972736
103,4.159999999999764,3,176.73005033133592,129.32071870993215
104,4.1999999999997595,6,157.52316496412485,116.0742300527218
105,4.239999999999755,8,124.7349147258665,84.26299221582859
106,4.279999999999751,11,152.80577235802255,93.06142077977084
107,4.319999999999746,12,151.87665305667093,96.1007672173152
108,4.359999999999742,13,121.47728448118896,87.00797504975672
109,4.3999999999997375,13,111.3870803191146,78.72759059520449
110,4.439999999999733,12,85.69390200568103,52.32135914742222
111,4.479999999999729,8,37.843994942202734,29.196090934558207
112,4.519999999999724,9,38.296300500771835,30.709249274228277
113,4.55999999999972,10,337.604055730583,244.28300487578522
114,4.599999999999715,9,49.40680264679698,31.69082670730023
115,4.639999999999711,16,192.93599946579252,92.09770976380912
116,4.679999999999707,16,189.14555617422874,53.91788822872366
117,4.719999999999702,9,39.24567027616481,30.73741670969158
118,4.759999999999698,7,32.75705132346101,23.16102196958406
119,4.799999999999693,7,21.584986919683736,12.108212773051623
120,4.839999999999689,6,7.805882596748723,2.3955927696888972
121,4.879999999999685,6,4.619295857499085,1.8214165601892434
122,4.91999999999968,4,5.56166824958326,4.669720420563483
123,4.959999999999676,4,4.228775337102263,3.4456213039024854
124,4.999999999999671,2,3.2366969995865804,2.2197223215472794
125,5.039999999999667,0,0.0,0.0
126,5.079999999999663,0,0.0,0.0
127,5.119999999999658,0,0.0,0.0
128,5.159999999999654,0,0.0,0.0
129,5.199999999999649,0,0.0,0.0
130,5.239999999999645,0,0.0,0.0
131,5.2799999999996405,0,0.0,0.0
132,5.319999999999636,2,180.76466706144498,119.45739711800843
133,5.359999999999632,2,115.19408003861409,73.67559061817691
134,5.399999999999627,1,65.74458435851186,65.74458435851186
135,5.439999999999623,0,0.0,0.0
136,5.4799999999996185,0,0.0,0.0
137,5.519999999999614,0,0.0,0.0
138,5.55999999999961,0,0.0,0.0
139,5.599999999999605,0,0.0,0.0
140,5.639999999999601,2,59.097479251192965,59.097479251192965
141,5.6799999999995965,3,138.57979658576488,93.74763314861914
142,5.719999999999592,4,148.50755676456572,81.51422763125254
143,5.759999999999588,4,99.89996091918985,71.09847155773541
144,5.799999999999583,6,114.02512331707237,48.972827100894655
145,5.839999999999579,5,97.48186793174729,46.49617869906196
146,5.8799999999995745,4,82.53196082239673,40.56393498575801
147,5.91999999999957,4,102.32711023344007,48.76519225304683
148,5.959999999999566,5,38.69402398160292,25.96241723995377
149,5.999999999999561,3,65.02859517815055,57.84574660559961
150,6.039999999999557,7,137.09818718677158,56.216357000933336
151,6.079999999999552,18,333.15945546977485,79.53173904769298
152,6.119999999999548,33,510.44721611307165,83.47317205372634
153,6.159999999999544,10,82.2282589253901,43.42276561460197
154,6.199999999999539,13,151.10091280744672,68.71473226572446
155,6.239999999999535,11,29.843609825783968,9.378574698112635
156,6.27999999999953,6,12.971781900233914,5.831082614226442
157,6.319999999999526,3,3.8418562594133645,2.8652676265894352
158,6.359999999999522,0,0.0,0.0
159,6.399999999999517,0,0.0,0.0
160,6.439999999999513,2,78.66797047338251,42.982965468507984
161,6.479999999999508,1,62.22431112218059,62.22431112218059
162,6.519999999999504,2,163.59920463781089,86.76503698698073
163,6.5599999999995,3,127.27323938651509,85.75165696594676
164,6.599999999999495,3,110.3179784297963,83.81147197947632
165,6.639999999999491,2,64.43353080912064,64.43353080912064
166,6.679999999999486,2,48.00882577726822,48.00882577726822
167,6.719999999999482,2,33.81150086608832,33.81150086608832
168,6.7599999999994775,2,26.544714805116566,26.544714805116566
169,6.799999999999473,2,56.946642492078325,55.47512323895605
170,6.839999999999469,1,44.79970331243141,44.79970331243141
171,6.879999999999464,21,429.3008086760364,93.96397069387213
172,6.91999999999946,26,374.0977489991331,55.82232176299763
173,6.9599999999994555,13,93.8237341860105,51.37636893378407
174,6.999999999999451,12,120.9496816197221,46.74780952654333
175,7.039999999999447,20,112.98690324943692,46.14365143793584
176,7.079999999999442,21,118.64075632523748,46.00337515954032
177,7.119999999999438,20,122.32638910866272,44.83912674545359
178,7.1599999999994335,18,106.26451243761544,34.74626719872193
179,7.199999999999429,19,89.91736444244013,32.20445667596877
180,7.239999999999425,17,81.27263277307645,30.80909304709875
181,7.27999999999942,15,68.02550500980594,23.44555441635724
182,7.319999999999416,15,68.37038663260037,21.869318932106193
183,7.3599999999994115,18,68.69648665582731,21.356295981625394
184,7.399999999999407,18,67.496069653673,21.208288516600632
185,7.439999999999403,18,67.32427015077903,21.37228620196627
186,7.479999999999398,17,66.15559695292811,21.38520960172792
187,7.519999999999394,16,65.63943547412487,21.373786493434604
188,7.559999999999389,16,65.15380722367556,21.311361979086467
189,7.599999999999385,17,65.70346758903214,21.247044637594495
190,7.639999999999381,19,68.37270718207215,19.242236807502884
191,7.679999999999376,19,65.06553883623981,18.407509221996396
192,7.719999999999372,18,65.01812664519429,17.741293606392535
