Lq_00,Lq_01,Lq_02,Lq_03,Lq_04,Lq_05,Lq_06,Lq_07,Lq_08,Lq_09,Lq_10,Lq_11,Lq_12,Lq_13,Lq_14,Lq_15,Lq_16,Lq_17,Lq_18,Lq_19,Ldq_00,Ldq_01,Ldq_02,Ldq_03,Ldq_04,Ldq_05,Ldq_06,Ldq_07,Ldq_08,Ldq_09,Ldq_10,Ldq_11,Ldq_12,Ldq_13,Ldq_14,Ldq_15,Ldq_16,Ldq_17,Ldq_18,Ldq_19,Lkp_00,Lkp_01,Lkp_02,Lkp_03,Lkp_04,Lkp_05,Lkp_06,Lkp_07,Lkp_08,Lkp_09,Lkp_10,Lkp_11,Lkp_12,Lkp_13,Lkp_14,Lkp_15,Lkp_16,Lkp_17,Lkp_18,Lkp_19,Lkd_00,Lkd_01,Lkd_02,Lkd_03,Lkd_04,Lkd_05,Lkd_06,Lkd_07,Lkd_08,Lkd_09,Lkd_10,Lkd_11,Lkd_12,Lkd_13,Lkd_14,Lkd_15,Lkd_16,Lkd_17,Lkd_18,Lkd_19,Ltau_00,Ltau_01,Ltau_02,Ltau_03,Ltau_04,Ltau_05,Ltau_06,Ltau_07,Ltau_08,Ltau_09,Ltau_10,Ltau_11,Ltau_12,Ltau_13,Ltau_14,Ltau_15,Ltau_16,Ltau_17,Ltau_18,Ltau_19,Rq_00,Rq_01,Rq_02,Rq_03,Rq_04,Rq_05,Rq_06,Rq_07,Rq_08,Rq_09,Rq_10,Rq_11,Rq_12,Rq_13,Rq_14,Rq_15,Rq_16,Rq_17,Rq_18,Rq_19,Rdq_00,Rdq_01,Rdq_02,Rdq_03,Rdq_04,Rdq_05,Rdq_06,Rdq_07,Rdq_08,Rdq_09,Rdq_10,Rdq_11,Rdq_12,Rdq_13,Rdq_14,Rdq_15,Rdq_16,Rdq_17,Rdq_18,Rdq_19,Rkp_00,Rkp_01,Rkp_02,Rkp_03,Rkp_04,Rkp_05,Rkp_06,Rkp_07,Rkp_08,Rkp_09,Rkp_10,Rkp_11,Rkp_12,Rkp_13,Rkp_14,Rkp_15,Rkp_16,Rkp_17,Rkp_18,Rkp_19,Rkd_00,Rkd_01,Rkd_02,Rkd_03,Rkd_04,Rkd_05,Rkd_06,Rkd_07,Rkd_08,Rkd_09,Rkd_10,Rkd_11,Rkd_12,Rkd_13,Rkd_14,Rkd_15,Rkd_16,Rkd_17,Rkd_18,Rkd_19,Rtau_00,Rtau_01,Rtau_02,Rtau_03,Rtau_04,Rtau_05,Rtau_06,Rtau_07,Rtau_08,Rtau_09,Rtau_10,Rtau_11,Rtau_12,Rtau_13,Rtau_14,Rtau_15,Rtau_16,Rtau_17,Rtau_18,Rtau_19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08639932112712301,0.050008030926750276,0.034324059262382425,0.06062089681133536,0.01854281946250226,-0.0017230127511993032,-0.0002134427371479652,0.014826276442570438,0.06281928666595064,0.0077586114617930624,0.1280273003544223,0.09358473214679078,0.08695876916007345,0.0035632409367983616,0.1425593236065578,0.0965776754620481,0.09424756403870681,0.007920165040163832,0.14406060136637003,0.09328616621414268,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03430757327865246,0.037952261744917976,0.03350931130317674,-0.004145221558031688,0.028145931316211084,0.02137353742726825,0.04169996820769912,0.03535392325542289,0.07290623636546105,0.007551962926326637,0.09961287034690519,0.08767694051923094,0.08487758278696539,0.010388445303443397,0.10806555682941388,0.08321693866997346,0.08878618003380108,0.0043232579869002105,0.10536170028332843,0.08969383488181445,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0017279864225424602,0.0010001606185350055,0.0006864811852476485,0.0012124179362267072,0.0003708563892500452,-3.4460255023986065e-05,-1.4229515809864348e-06,0.00029652552885140875,0.0012563857333190128,0.00015517222923586125,0.002560546007088446,0.0018716946429358156,0.001739175383201469,2.3754939578655744e-05,0.002851186472131156,0.001931553509240962,0.001884951280774136,8.322121399443604e-05,0.0028812120273274005,0.0018657233242828537,0.3055655997920201,0.17945828395352315,0.1276040453562557,0.2246911411691988,0.07029571212460897,-0.02202290280892077,0.0033659387338794825,0.06303670364350468,0.23410663765251843,0.01295992406727122,0.4774022505542228,0.33600831382796875,0.32224168412796417,-0.00989256192406683,0.5147779514313707,0.33856816726133937,0.347816401740982,0.0004019563592797725,0.523858540417766,0.3267263928171162,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006861514655730493,0.0007590452348983595,0.0006701862260635348,-8.290443116063376e-05,0.0005629186263242217,0.000427470748545365,0.0008339993641539823,0.0007070784651084578,0.001458124727309221,0.00015103925852653273,0.0019922574069381038,0.0017535388103846188,0.0016975516557393077,0.00020776890606886793,0.0021613111365882775,0.001664338773399469,0.0017757236006760216,8.646515973800422e-05,0.0021072340056665687,0.001793876697636289,0.13317193042881878,0.13629250616509145,0.1181479998967822,-0.014437996312838746,0.1319177076051808,0.08731591275308227,0.18653895464664763,0.1475894125725991,0.27568308328377183,0.03358195713624343,0.3727328897819095,0.3215208448375914,0.32430271854855897,0.042173473295457994,0.3992201107358512,0.3001883090359432,0.33764692439494287,0.019479859842705092,0.3955658184358968,0.3260015975290699,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012222623991680804,0.007178331358140926,0.005104161814250227,0.008987645646767952,0.002811828484984359,-0.0008809161123568309,0.0001346375493551793,0.002521468145740187,0.009364265506100738,0.0005183969626908488,0.019096090022168912,0.013440332553118751,0.012889667365118566,-0.0003957024769626732,0.02059111805725483,0.013542726690453574,0.013912656069639281,1.60782543711909e-05,0.020954341616710642,0.013069055712684647,0.8750626366995308,0.5142525193214884,0.3783447903052404,0.7259387105018524,0.21959072781179198,-0.10078871932235225,0.01695683558132666,0.21505430199585174,0.7046056170331486,0.002038143294992593,1.4257075852969132,0.9609824804834732,0.9504117122869591,-0.061070507473454286,1.4927958485232449,0.9397387166969374,1.0196764038491704,-0.03583215096546755,1.5291632578249315,0.9027752995684806,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005326877217152751,0.005451700246603658,0.004725919995871288,-0.0005775198525135499,0.005276708304207231,0.0034926365101232907,0.007461558185865905,0.005903576502903965,0.011027323331350874,0.0013432782854497372,0.01490931559127638,0.012860833793503657,0.01297210874194236,0.0016869389318183198,0.015968804429434047,0.012007532361437728,0.013505876975797715,0.0007791943937082037,0.015822632737435872,0.013040063901162795,0.4611360153400759,0.3751712042282684,0.31724640420098693,-0.03734453847473011,0.4681441717832924,0.27965746543051095,0.6519585547833594,0.4917736183269402,0.8660462432257756,0.10921638460344656,1.1320001909525184,0.9341254510551386,1.0258341182601813,0.13486147280896815,1.1796711224004341,0.8464826867475997,1.0590846605734137,0.07384100887339155,1.199938647792077,0.9307513965293862,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.036730491890523694,0.021570261391394542,0.015820272797457263,0.030249966356300804,0.009154485501721724,-0.0040660090279180765,0.00067685047167208,0.00889869760868548,0.029440610414644956,0.00023669796103556497,0.05958884941896497,0.04031099386227475,0.03975564387467983,-0.002419065359359516,0.06256302041306096,0.03952110217711846,0.04267200743474095,-0.0013500648246242662,0.06404774234032466,0.03797673530702207,1.6274502811356373,0.9907632691448883,0.7334942457193014,1.511265333704796,0.4233713390505522,-0.22030729902753227,0.033980146179718035,0.45535611625844624,1.3324284015235284,-0.021724292504121456,2.75872427697628,1.7947091331724618,1.7828435026813152,-0.14273616809008816,2.826013924655054,1.7031446862287107,1.888216740945562,-0.11140582903762146,2.89344690662347,1.6296664632993503,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019131592079176085,0.015765893404029094,0.013360042394103011,-0.0015766859701498383,0.019288685497655916,0.011613769365765804,0.02691234155548836,0.020378023198186067,0.03609997445634024,0.004519694642664395,0.04727226504503884,0.039118556852590164,0.04273091638614656,0.005602227818427594,0.04934815603260564,0.03552364624330346,0.04413911002361257,0.003040105514673666,0.05010477991734965,0.03902393255881174,1.0862692139842522,0.6799694012031162,0.5435138498579911,-0.06702460901195766,0.927126310323601,0.5733851399013313,1.2687187194246583,0.9605690847285823,1.7680188420483232,0.22865611313761858,2.241174252025944,1.7215438063320054,2.0903084833286676,0.27352040754518725,2.2533993896659887,1.5064307254240012,2.1368231516963356,0.1584833241970451,2.3400905317494747,1.6702436063742643,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0773206352371063,0.04680886212393646,0.034443931643022285,0.0694382589949598,0.019746682047006445,-0.009693208073458122,0.0014938433965439007,0.020735712796078037,0.06266140156704188,-0.0003505747374740095,0.12944506110122012,0.08522869788001723,0.08420340747237118,-0.0061051492005662,0.133631675043457,0.08166851413960201,0.08944132570746176,-0.004440154907133668,0.13669221788164945,0.07825571424465866,2.416402314084306,1.5899940864013264,1.1413979740510285,2.4681758770297755,0.5951964016287569,-0.280044145243792,0.040527793805568015,0.7291235801411302,1.9265428952320356,0.044415948164427066,4.254933867917228,2.7565129161207147,2.568443904159457,-0.14379994346330147,4.309922329361355,2.5367473592146923,2.680544241928024,-0.12991525556079964,4.372668448860292,2.458202641215993,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04877764577652285,0.03265047629472831,0.02646647399019093,-0.0032585042129918557,0.042361760717151274,0.026428042106176546,0.05821030696285224,0.044326339892047255,0.08174807701328379,0.01048952281095448,0.10455628567231415,0.08172258604678387,0.09658444807508908,0.01262775523362581,0.1061047800160736,0.07226476137839778,0.09897880304365116,0.007118527361590008,0.10942625400741486,0.07984980815613336,1.9671301257650775,1.0911565343588776,0.725196437573891,-0.1190141951141308,1.2122945224150308,0.923919068849389,1.6439549437571392,1.3076408147104834,2.846966919466234,0.36220643081984194,3.5286743284632007,2.4764013128705096,3.346758758718576,0.4221084851133222,3.4408375305209895,2.104731439872963,3.37393139696842,0.23924212053112223,3.615027234559105,2.3399925423550343,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13338658445389592,0.08517002484744761,0.0614761917594984,0.12897700143749183,0.032962341566872,-0.015267774837669756,0.0022979622238948005,0.03806364081433069,0.10650232622392637,0.0020133358876126477,0.22978620413565412,0.15057151050710332,0.14249340004105812,-0.008171063097891574,0.23495991358751517,0.14099099654570615,0.14989377711186191,-0.006546675047056252,0.23895448029473637,0.1363048409556618,3.1106353891928653,2.273197834430627,1.5556140462957655,3.5015509823357007,0.6691473754651834,-0.27954738933651546,0.04958991290134713,0.9650353849948101,2.4053174981417684,0.19537608627922545,5.714431180820164,3.7971148584136816,3.222733892348242,-0.04146150761253622,5.766425445013868,3.3921005286996944,3.3147253031933026,-0.048227661184950185,5.796482796160241,3.3697456678363484,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09781679710977918,0.059412154778384206,0.04236789989705865,-0.006337253774715071,0.06778046639425715,0.04857053211974136,0.09267053930577393,0.0726836557866054,0.1499786512349896,0.019007951875458073,0.18841923818356687,0.13817460936741055,0.1766012667348896,0.022486567222960482,0.18698165725344523,0.11971290383822199,0.17909636590234937,0.012609790335918556,0.19470586929971387,0.1326236342530131,2.322782313569549,1.763715617892499,1.0969016265297955,0.4541268607375514,1.1595457228604662,1.198058203862635,1.6813285593320868,1.4524385180812687,3.7221711593590467,0.4654483621415252,4.915944779668057,3.07933620686603,4.42830306184831,0.5306140173117584,4.7075263553130755,2.6203999475390756,4.401549410314728,0.22892570405131624,4.824919292909237,2.826662424896251,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20174605080482091,0.13773677550116153,0.0966684934948529,0.20950029828838784,0.046512577065613785,-0.02087510364691874,0.0034774399125977857,0.05933712819587045,0.1588741014927126,0.007464468713695009,0.3580223083340267,0.23711329221656452,0.21311276316630084,-0.007763609505067649,0.3642886928440117,0.21735253528758977,0.22203033783519385,-0.006369261354531675,0.3685515297280591,0.2130455409581126,3.6358335061208606,2.960717510138058,1.9069423990109002,4.504479379079374,0.5836720007944886,-0.23856310422251648,0.04536319550465909,1.107460543469398,2.757769785624581,0.3695333054924173,6.970078617946151,4.768023302837526,3.770238765368989,0.10456841028525646,7.013175207660173,4.182330086911269,3.854806919916487,0.08081303631807726,7.025779440033624,4.246544843718571,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14168893831930482,0.10319910101042827,0.07034253905138275,0.014906570216510198,0.08874358963156992,0.07435037026068195,0.1254634493361357,0.102423880615298,0.23063492338764566,0.029107457296615485,0.30119407685903643,0.20489603432142509,0.2737165705490215,0.033852315926096145,0.2944058342285966,0.1770807592799608,0.2750407794562403,0.016275555523642658,0.3024230257237843,0.1929163051519834,2.7174309780684673,2.578507450609487,1.5890783348814503,1.3474313478615993,0.75323317832225,0.9411192423318634,1.4827827523108044,1.4384517541829893,3.9515053524155284,0.35534500732248764,6.309732162800634,3.5207116315514195,4.836986912031929,0.4741625558420729,6.100891964776284,3.2132879444675866,4.772244518429625,0.05568723314344302,5.703360560770341,3.153661737025366,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27881992469873035,0.20359872525296993,0.1377538877199344,0.3091561766006668,0.056309221598651545,-0.024810299006570415,0.004112490044081164,0.08236206255310662,0.21681311764890962,0.01679466810730934,0.5085893488535002,0.3412924426206044,0.2933029506558177,-0.003988326686481316,0.5154869218939221,0.3082842000221569,0.3040860539085214,-0.0033141535943331615,0.5199856578960813,0.30616663470440464,3.8904569032712755,3.621020958216181,2.217927868620366,5.497614741905113,0.4372719036752301,-0.14860430766240182,0.03134072749766413,1.132774708659431,2.949975629343992,0.5976436223844642,7.893481753120793,5.659013711937762,4.083269205689067,0.33606487307389343,7.912894253901186,4.949131436269803,4.158615387509081,0.3053983585429237,7.912356486197878,5.171105303266532,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20651403623251788,0.1625524528027637,0.10593103329231666,0.047560000139748905,0.09790979352714715,0.0862153018130159,0.1519818493982061,0.13022172595392498,0.30803886533161073,0.03322175216835758,0.44080852469559223,0.27900307462946733,0.37008074321616674,0.0414530694566434,0.4310173358444966,0.24824442161692548,0.3699861466395344,0.014837279661656277,0.4228402917305275,0.25877010373402776,3.757054411903867,3.3371408841341847,1.8899343119109717,2.1842706390285502,0.15810281514644745,0.16005764458379318,1.136428811901277,1.2976062140927502,3.5990939076917603,-0.14829167427174594,7.529302738350335,3.8803206698935644,4.4397700618660165,0.06492256220119313,7.435612773041774,4.034390535225567,4.481117204914267,-0.32508069274740115,6.257722168311999,3.5764761532591565,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35736432693567194,0.2825776138298088,0.18538560823966754,0.42940488796459236,0.06400345321262299,-0.026819275953414812,0.004731069012504351,0.10464811654224769,0.2768731266664723,0.03137021360907358,0.6737615784588584,0.463473840694075,0.37644353139386355,0.005678985417888089,0.6808044630000591,0.4153177927383819,0.3883749533355571,0.005846672987185272,0.6850457891759743,0.41988975308877385,3.9416795646263907,4.094105626105484,2.4467094772595397,6.261901523515732,0.35263534571467936,-0.0861472473934085,0.014464143426548797,1.1260706274132104,2.9478327894441234,0.7741168710942561,8.397548152484488,6.256231949070391,4.122098606165131,0.5429574484653645,8.322465163269285,5.449262947847176,4.173175164431457,0.5173836973850183,8.354537626556304,5.867385107946668,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919711147954595,0.23668473637579568,0.14593991152782163,0.1022773957776522,0.09506770223742782,0.08075267604403367,0.1709206018121868,0.154328129179008,0.3745986796953161,0.023175790325745647,0.6023661863930498,0.36010886111716767,0.45130737302366214,0.03644921841414387,0.5918303451502676,0.3384563806889835,0.45428546765281097,0.0032723278137466115,0.5527319124562643,0.3359753512823497,4.4290160237657865,3.9692418463151258,2.0624261773979202,3.042875247015923,-0.29414734107852947,-0.3496826445295042,0.7885613566949584,1.1405429710864181,3.0805322358137808,-0.6300997658995959,8.311050542901132,4.262283850062406,3.8032010334764927,-0.40235397760212877,8.286068290355432,4.957992252912922,3.8612400833033953,-0.7873168608261193,6.644884026493777,4.3921817909418,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.436487107283786,0.3673629502971893,0.235622266810316,0.5596322375412961,0.07041463542723872,-0.028256188902306755,0.004691055781143116,0.12740488764963503,0.33472642922667456,0.047759342951079586,0.8444912749528797,0.59154172058342,0.4581868949024229,0.017729971252133266,0.8483855284246935,0.526254717936044,0.4710130604857797,0.017381194301067573,0.8541671629583335,0.5408620390222714,3.856968406491913,4.213942917726726,2.5192123448118857,6.746407373779421,0.2696521396764351,-0.06602361499089263,-5.843851252690033e-05,1.2079761392530999,2.824104859672169,0.814056437426815,8.437240665659946,6.290039003199661,3.9889398603333404,0.5988775217868199,8.15848623072844,5.455553176358871,3.9917493101314885,0.5976485747090481,8.343652350308716,6.064795281198715,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38367467718314935,0.32132212665536874,0.18842808038823347,0.1692750100203858,0.08614389988400598,0.07222799603183573,0.18352430366600445,0.1758434447973817,0.43126015476416196,0.008017761532373739,0.7732505464116375,0.4494944286319636,0.5222087845552265,0.02535891035255825,0.7624600674587139,0.44656411173344235,0.5244357499716702,-0.016655394771388495,0.6886356527902786,0.43445737537169976,4.462610821344118,4.427266711156808,2.1609035580696383,3.58838836245263,-0.488616759211841,-0.3975034340644928,0.41899368066561427,1.0190082544754724,2.542519362808296,-0.8066417974359484,8.482397736248823,4.5462584296344115,3.2282713187977774,-0.5994386572576288,8.458242623007452,5.624413733624394,3.2923699457984457,-1.0398491701148438,6.532277590254276,5.258417575034829,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
